--=====================================================================================================
-- (c) copyright 2026 - 2030, Honor.Game
-- All Rights Reserved.
-- ----------------------------------------------------------------------------------------------------
-- filename:  TableAIName
-- descrip:   AI名称表
-- notices:   该文件自动生成，请不要手动修改！
--=====================================================================================================

---@class Tables.AIName_Item @AI名称表条目
---@field ID number @ID
---@field Name string @玩家昵称
---@field ChineseSimplified string @简体中文
---@field English string @英语
---@field French string @法语
---@field German string @德语
---@field Spanish string @西班牙语
---@field Japanese string @日语
---@field Korean string @韩语
---@field PortuguesePortugal string @葡萄牙语
---@field Russian string @俄语
---@field ChineseTraditional string @繁体中文
---@field Italian string @意大利语

---@class Tables.AIName @AI名称表
Tables.AIName = {
    [1] = {ID = 1, Name = "Charon", ChineseSimplified = "胡宛妤", English = "Charon", French = "Gourmandise", German = "Kochkünstler", Spanish = "ChefEstrella", Japanese = "料理達人", Korean = "요리사", PortuguesePortugal = "ChefEstrela", Russian = "ШефПовар", ChineseTraditional = "廚神", Italian = "ChefStella"},
    [12] = {ID = 12, Name = "XanderGal", ChineseSimplified = "刘斯丁", English = "MasterChef", French = "CordonBleu", German = "Fleischkoch", Spanish = "Verdura", Japanese = "調理の戦士", Korean = "맛사냥꾼", PortuguesePortugal = "Cozinhar", Russian = "Паэлья", ChineseTraditional = "味道獵人", Italian = "Paella"},
    [13] = {ID = 13, Name = "BestCooker", ChineseSimplified = "陈光年", English = "NedStark", French = "Délicieux", German = "Gemüsegärtner", Spanish = "ReyDeLaPaella", Japanese = "ソースの魔人", Korean = "파엘라왕", PortuguesePortugal = "ReiDaPaella", Russian = "Острый", ChineseTraditional = "海鮮之王", Italian = "Piccante"},
    [14] = {ID = 14, Name = "MasterChef", ChineseSimplified = "张夸克", English = "SamRivers", French = "Goûteur", German = "Käsekenner", Spanish = "PicantePríncipe", Japanese = "食材の守護神", Korean = "매운맛공주", PortuguesePortugal = "PríncipePicante", Russian = "Выпечка", ChineseTraditional = "辣味公主", Italian = "Forno"},
    [15] = {ID = 15, Name = "NedStark", ChineseSimplified = "罗毛桃", English = "CuperTrade", French = "Mijoteuse", German = "Suppengeist", Spanish = "Salsa", Japanese = "味の冒険者", Korean = "제빵영웅", PortuguesePortugal = "HeróiDeAssar", Russian = "Овощи", ChineseTraditional = "烘焙騎士", Italian = "Verdura"},
    [16] = {ID = 16, Name = "SamRivers", ChineseSimplified = "香茗轩", English = "awilwer", French = "Poêlon", German = "Bratenkönig", Spanish = "Gastrónomo", Japanese = "キッチンの騎士", Korean = "야채의달인", PortuguesePortugal = "Delícia", Russian = "Соус", ChineseTraditional = "蔬菜專家", Italian = "Salsa"},
    [17] = {ID = 17, Name = "CuperTrade", ChineseSimplified = "郝宝玉", English = "Korneliusz", French = "Saucier", German = "Speisemeister", Spanish = "MaestroDeSalsas", Japanese = "グルメの旅人", Korean = "소스마스터", PortuguesePortugal = "MestreDeMolhos", Russian = "Еда", ChineseTraditional = "醬料大師", Italian = "Mangiare"},
    [18] = {ID = 18, Name = "awilwer", ChineseSimplified = "张达西", English = "BeornHuson", French = "Toqué", German = "Küchenmagier", Spanish = "Conquistar", Japanese = "伝説の料理人", Korean = "음식수호자", PortuguesePortugal = "PratoFino", Russian = "Победа", ChineseTraditional = "美食守護者", Italian = "Vittoria"},
    [19] = {ID = 19, Name = "Korneliusz", ChineseSimplified = "美味达人", English = "JimmyJames", French = "Vinificateur", German = "Gourmetführer", Spanish = "Culinario", Japanese = "味覚の芸術家", Korean = "요리정복자", PortuguesePortugal = "Vitória", Russian = "Завоевать", ChineseTraditional = "廚房征服者", Italian = "Conquistare"},
    [20] = {ID = 20, Name = "BeornHuson", ChineseSimplified = "厨艺之星", English = "JohnDoe", French = "Confiseur", German = "Zuckerschnute", Spanish = "SibaritaSupremo", Japanese = "料理の精霊", Korean = "미식의제왕", PortuguesePortugal = "SupremoSibarita", Russian = "Кулинар", ChineseTraditional = "美食至尊", Italian = "Culinario"},
    [21] = {ID = 21, Name = "JimmyJames", ChineseSimplified = "烹饪大师", English = "WilliamRob", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [22] = {ID = 22, Name = "JohnDoe", ChineseSimplified = "食物艺术家", English = "EnzoDavies", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [23] = {ID = 23, Name = "WilliamRob", ChineseSimplified = "烹饪专家", English = "DrewTill", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [24] = {ID = 24, Name = "EnzoDavies", ChineseSimplified = "美食家", English = "CharlWoods", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [25] = {ID = 25, Name = "DrewTill", ChineseSimplified = "厨房达人", English = "Wilkinson", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [26] = {ID = 26, Name = "CharlWoods", ChineseSimplified = "味蕾大使", English = "CameronDoe", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [27] = {ID = 27, Name = "Wilkinson", ChineseSimplified = "烹饪使者", English = "TomSeeker", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [28] = {ID = 28, Name = "CameronDoe", ChineseSimplified = "厨艺精英", English = "JakeButler", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [29] = {ID = 29, Name = "TomSeeker", ChineseSimplified = , English = "CMathis", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [30] = {ID = 30, Name = "JakeButler", ChineseSimplified = , English = "TylerHer", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [31] = {ID = 31, Name = "CMathis", ChineseSimplified = , English = "MattewB", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [32] = {ID = 32, Name = "TylerHer", ChineseSimplified = , English = "MohameHick", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [33] = {ID = 33, Name = "MattewB", ChineseSimplified = , English = "hustnprobl", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [34] = {ID = 34, Name = "MohameHick", ChineseSimplified = , English = "MarshMell", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [35] = {ID = 35, Name = "hustnprobl", ChineseSimplified = , English = "AGeorgiaA", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [36] = {ID = 36, Name = "MarshMell", ChineseSimplified = , English = "vElliotv", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [37] = {ID = 37, Name = "AGeorgiaA", ChineseSimplified = , English = "Blake", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [38] = {ID = 38, Name = "vElliotv", ChineseSimplified = , English = "KHayden", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [39] = {ID = 39, Name = "Blake", ChineseSimplified = , English = "Hickman", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [40] = {ID = 40, Name = "KHayden", ChineseSimplified = , English = "AlanP", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [41] = {ID = 41, Name = "Hickman", ChineseSimplified = , English = "LMatthews", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [42] = {ID = 42, Name = "AlanP", ChineseSimplified = , English = "AlexH", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [43] = {ID = 43, Name = "LMatthews", ChineseSimplified = , English = "Demi", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [44] = {ID = 44, Name = "AlexH", ChineseSimplified = , English = "Elliot", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [45] = {ID = 45, Name = "Demi", ChineseSimplified = , English = "IamRobot", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [46] = {ID = 46, Name = "Elliot", ChineseSimplified = , English = "FinleyCHEF", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [47] = {ID = 47, Name = "IamRobot", ChineseSimplified = , English = "MyShokKu", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [48] = {ID = 48, Name = "FinleyCHEF", ChineseSimplified = , English = "ShaimingHe", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [49] = {ID = 49, Name = "MyShokKu", ChineseSimplified = , English = "MingYu", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [50] = {ID = 50, Name = "ShaimingHe", ChineseSimplified = , English = "LianHou", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [51] = {ID = 51, Name = "MingYu", ChineseSimplified = , English = "WenTang", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [52] = {ID = 52, Name = "LianHou", ChineseSimplified = , English = "GuangWei", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [53] = {ID = 53, Name = "WenTang", ChineseSimplified = , English = "LiangChang", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [54] = {ID = 54, Name = "GuangWei", ChineseSimplified = , English = "DongHsueh", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [55] = {ID = 55, Name = "LiangChang", ChineseSimplified = , English = "HoTu", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [56] = {ID = 56, Name = "DongHsueh", ChineseSimplified = , English = "ChenSu", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [57] = {ID = 57, Name = "HoTu", ChineseSimplified = , English = "OnYeh", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [58] = {ID = 58, Name = "ChenSu", ChineseSimplified = , English = "Sven", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [59] = {ID = 59, Name = "OnYeh", ChineseSimplified = , English = "Wietse", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [60] = {ID = 60, Name = "Sven", ChineseSimplified = , English = "PascalVlas", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [61] = {ID = 61, Name = "Wietse", ChineseSimplified = , English = "Matthews", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [62] = {ID = 62, Name = "PascalVlas", ChineseSimplified = , English = "GustaveBon", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [63] = {ID = 63, Name = "Matthews", ChineseSimplified = , English = "NikCoster", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [64] = {ID = 64, Name = "GustaveBon", ChineseSimplified = , English = "Orville", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [65] = {ID = 65, Name = "NikCoster", ChineseSimplified = , English = "Roberto", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [66] = {ID = 66, Name = "Orville", ChineseSimplified = , English = "Noel", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [67] = {ID = 67, Name = "Roberto", ChineseSimplified = , English = "Pryor", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [68] = {ID = 68, Name = "Noel", ChineseSimplified = , English = "RedBaron", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [69] = {ID = 69, Name = "Pryor", ChineseSimplified = , English = "ByronLord", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [70] = {ID = 70, Name = "RedBaron", ChineseSimplified = , English = "Stephano", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [71] = {ID = 71, Name = "ByronLord", ChineseSimplified = , English = "Mathias", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [72] = {ID = 72, Name = "Stephano", ChineseSimplified = , English = "Wolfe", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [73] = {ID = 73, Name = "Mathias", ChineseSimplified = , English = "Unger", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [74] = {ID = 74, Name = "Wolfe", ChineseSimplified = , English = "Max", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [75] = {ID = 75, Name = "Unger", ChineseSimplified = , English = "Ralf", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [76] = {ID = 76, Name = "Max", ChineseSimplified = , English = "Leon", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [77] = {ID = 77, Name = "Ralf", ChineseSimplified = , English = "Markus", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [78] = {ID = 78, Name = "Leon", ChineseSimplified = , English = "Lukas", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [79] = {ID = 79, Name = "Markus", ChineseSimplified = , English = "mrKlein", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [80] = {ID = 80, Name = "Lukas", ChineseSimplified = , English = "Wechsler", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [81] = {ID = 81, Name = "mrKlein", ChineseSimplified = , English = "ErikSchulz", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [82] = {ID = 82, Name = "Wechsler", ChineseSimplified = , English = "Phillipp", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [83] = {ID = 83, Name = "ErikSchulz", ChineseSimplified = , English = "UweOld", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [84] = {ID = 84, Name = "Phillipp", ChineseSimplified = , English = "Marko", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [85] = {ID = 85, Name = "UweOld", ChineseSimplified = , English = "TimStrauss", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [86] = {ID = 86, Name = "Marko", ChineseSimplified = , English = "Goldschmit", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [87] = {ID = 87, Name = "TimStrauss", ChineseSimplified = , English = "SaskeUchih", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [88] = {ID = 88, Name = "Goldschmit", ChineseSimplified = , English = "Fish", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [89] = {ID = 89, Name = "白木", ChineseSimplified = , English = "Stout", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [90] = {ID = 90, Name = "茅島", ChineseSimplified = , English = "Starfall", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [91] = {ID = 91, Name = "京谷", ChineseSimplified = , English = "DemonCooky", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [92] = {ID = 92, Name = "若江", ChineseSimplified = , English = "Landslide", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [93] = {ID = 93, Name = "笹沼", ChineseSimplified = , English = "Cannonball", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [94] = {ID = 94, Name = "高", ChineseSimplified = , English = "ChefManiac", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [95] = {ID = 95, Name = "眞鍋", ChineseSimplified = , English = "Sailor", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [96] = {ID = 96, Name = "SaskeUchih", ChineseSimplified = , English = "Dynamite", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [97] = {ID = 97, Name = "Fish", ChineseSimplified = , English = "Cyclops", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [98] = {ID = 98, Name = "Stout", ChineseSimplified = , English = "Skin", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [99] = {ID = 99, Name = "Starfall", ChineseSimplified = , English = "Guns", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [100] = {ID = 100, Name = "DemonCooky", ChineseSimplified = , English = "Fire", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [101] = {ID = 101, Name = "Landslide", ChineseSimplified = , English = "Bear", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [102] = {ID = 102, Name = "Cannonball", ChineseSimplified = , English = "Dagger", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [103] = {ID = 103, Name = "ChefManiac", ChineseSimplified = , English = "Silence", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [104] = {ID = 104, Name = "Sailor", ChineseSimplified = , English = "Robin", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [105] = {ID = 105, Name = "Dynamite", ChineseSimplified = , English = "Captain", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [106] = {ID = 106, Name = "Cyclops", ChineseSimplified = , English = "CaptainObv", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [107] = {ID = 107, Name = "Assassin", ChineseSimplified = , English = "Viper", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [108] = {ID = 108, Name = "Skin", ChineseSimplified = , English = "Blush", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [109] = {ID = 109, Name = "Guns", ChineseSimplified = , English = "Thief", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [110] = {ID = 110, Name = "Fire", ChineseSimplified = , English = "Gibby", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [111] = {ID = 111, Name = "Bear", ChineseSimplified = , English = "Lightning", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [112] = {ID = 112, Name = "Dagger", ChineseSimplified = , English = "Dumdum", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [113] = {ID = 113, Name = "Silence", ChineseSimplified = , English = "Hurricane", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [114] = {ID = 114, Name = "Robin", ChineseSimplified = , English = "ChefMaster", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [115] = {ID = 115, Name = "Captain", ChineseSimplified = , English = "BadBoy", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [116] = {ID = 116, Name = "CaptainObv", ChineseSimplified = , English = "Fuzz", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [117] = {ID = 117, Name = "Viper", ChineseSimplified = , English = "Fox", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [118] = {ID = 118, Name = "Blush", ChineseSimplified = , English = "Dino", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [119] = {ID = 119, Name = "Thief", ChineseSimplified = , English = "Chip", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [120] = {ID = 120, Name = "Gibby", ChineseSimplified = , English = "Slash", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [121] = {ID = 121, Name = "Lightning", ChineseSimplified = , English = "EmperorH", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [122] = {ID = 122, Name = "Dumdum", ChineseSimplified = , English = "Cesar", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
    [123] = {ID = 123, Name = "Hurricane", ChineseSimplified = , English = "Luiz", French = , German = , Spanish = , Japanese = , Korean = , PortuguesePortugal = , Russian = , ChineseTraditional = , Italian = },
